38,MUC_N2024102023038,i1,JPN,,,0,1
38,MUC_D2024102023038,i1,JPN,,,1,1
38,MUC_I2024102023038,i1,JPN,,,2,1
38,MUC_N2024102023038,p,JPN,,,0,1
38,MUC_D2024102023038,p,JPN,,,1,1
38,MUC_I2024102023038,p,JPN,,,2,1
39,MUC_N2024102023039,s,JPN,,,0,1
39,MUC_D2024102023039,s,JPN,,,1,1
39,MUC_I2024102023039,s,JPN,,,2,1
39,MUC_N20241002023039,i1,JPN,,,0,1
39,MUC_D20241002023039,i1,JPN,,,1,1
39,MUC_I20241002023039,i1,JPN,,,2,1
39,MUC_N20241002023039,p,JPN,,,0,1
39,MUC_D20241002023039,p,JPN,,,1,1
39,MUC_I20241002023039,p,JPN,,,2,1
40,MUC_N20241002023040,s,JPN,,,0,1
40,MUC_D20241002023040,s,JPN,,,1,1
40,MUC_I20241002023040,s,JPN,,,2,1
40,MUC_N20241102023040,i1,JPN,,,0,1
40,MUC_D20241102023040,i1,JPN,,,1,1
40,MUC_I20241102023040,i1,JPN,,,2,1
40,MUC_N20241102023040,p,JPN,,,0,1
40,MUC_D20241102023040,p,JPN,,,1,1
40,MUC_I20241102023040,p,JPN,,,2,1
41,MUC_N20241102023041,s,JPN,,,0,1
41,MUC_D20241102023041,s,JPN,,,1,1
41,MUC_I20241102023041,s,JPN,,,2,1
41,HAM_N2024102023041,i1,JPN,,,0,1
41,HAM_D2024102023041,i1,JPN,,,1,1
41,HAM_I2024102023041,i1,JPN,,,2,1
41,MUC_N20241202023041,i1,JPN,,,3,1
41,MUC_D20241202023041,i1,JPN,,,4,1
41,MUC_I20241202023041,i1,JPN,,,5,1
41,FRALEAF2024102023041,i1,JPN,,,6,1
41,HAM_N2024102023041,p,JPN,,,0,1
41,HAM_D2024102023041,p,JPN,,,1,1
41,HAM_I2024102023041,p,JPN,,,2,1
41,MUC_N20241202023041,p,JPN,,,3,1
41,MUC_D20241202023041,p,JPN,,,4,1
41,MUC_I20241202023041,p,JPN,,,5,1
41,FRALEAF2024102023041,p,JPN,,,6,1
42,HAM_N2024102023042,s,JPN,,,0,1
42,HAM_D2024102023042,s,JPN,,,1,1
42,HAM_I2024102023042,s,JPN,,,2,1
42,MUC_N20241202023042,s,JPN,,,3,1
42,MUC_D20241202023042,s,JPN,,,4,1
42,MUC_I20241202023042,s,JPN,,,5,1
42,FRALEAF2024102023042,s,JPN,,,6,1
42,HAM_N20241002023042,i1,JPN,,,0,1
42,HAM_D20241002023042,i1,JPN,,,1,1
42,HAM_I20241002023042,i1,JPN,,,2,1
42,MUC_N20241302023042,i1,JPN,,,3,1
42,MUC_D20241302023042,i1,JPN,,,4,1
42,MUC_I20241302023042,i1,JPN,,,5,1
42,FRALEAF20241002023042,i1,JPN,,,6,1
42,HAM_N20241002023042,p,JPN,,,0,1
42,HAM_D20241002023042,p,JPN,,,1,1
42,HAM_I20241002023042,p,JPN,,,2,1
42,MUC_N20241302023042,p,JPN,,,3,1
42,MUC_D20241302023042,p,JPN,,,4,1
42,MUC_I20241302023042,p,JPN,,,5,1
42,FRALEAF20241002023042,p,JPN,,,6,1
43,HAM_N20241002023043,s,JPN,,,0,1
43,HAM_D20241002023043,s,JPN,,,1,1
43,HAM_I20241002023043,s,JPN,,,2,1
43,MUC_N20241302023043,s,JPN,,,3,1
43,MUC_D20241302023043,s,JPN,,,4,1
43,MUC_I20241302023043,s,JPN,,,5,1
43,FRALEAF20241002023043,s,JPN,,,6,1
43,HAM_N20241102023043,i1,JPN,,,0,1
43,HAM_D20241102023043,i1,JPN,,,1,1
43,HAM_I20241102023043,i1,JPN,,,2,1
43,MUC_N20241402023043,i1,JPN,,,3,1
43,MUC_D20241402023043,i1,JPN,,,4,1
43,MUC_I20241402023043,i1,JPN,,,5,1
43,FRALEAF20241102023043,i1,JPN,,,6,1
43,HAM_N20241102023043,p,JPN,,,0,1
43,HAM_D20241102023043,p,JPN,,,1,1
43,HAM_I20241102023043,p,JPN,,,2,1
43,MUC_N20241402023043,p,JPN,,,3,1
43,MUC_D20241402023043,p,JPN,,,4,1
43,MUC_I20241402023043,p,JPN,,,5,1
43,FRALEAF20241102023043,p,JPN,,,6,1
44,HAM_N20241102023044,s,JPN,,,0,1
44,HAM_D20241102023044,s,JPN,,,1,1
44,HAM_I20241102023044,s,JPN,,,2,1
44,MUC_N20241402023044,s,JPN,,,3,1
44,MUC_D20241402023044,s,JPN,,,4,1
44,MUC_I20241402023044,s,JPN,,,5,1
44,FRALEAF20241102023044,s,JPN,,,6,1
44,HAM_N20241202023044,i1,JPN,,,0,1
44,HAM_D20241202023044,i1,JPN,,,1,1
44,HAM_I20241202023044,i1,JPN,,,2,1
44,MUC_N20241502023044,i1,JPN,,,3,1
44,MUC_D20241502023044,i1,JPN,,,4,1
44,MUC_I20241502023044,i1,JPN,,,5,1
44,FRALEAF20241202023044,i1,JPN,,,6,1
44,HAM_N20241202023044,p,JPN,,,0,1
44,HAM_D20241202023044,p,JPN,,,1,1
44,HAM_I20241202023044,p,JPN,,,2,1
44,MUC_N20241502023044,p,JPN,,,3,1
44,MUC_D20241502023044,p,JPN,,,4,1
44,MUC_I20241502023044,p,JPN,,,5,1
44,FRALEAF20241202023044,p,JPN,,,6,1
45,HAM_N20241202023045,s,JPN,,,0,1
45,HAM_D20241202023045,s,JPN,,,1,1
45,HAM_I20241202023045,s,JPN,,,2,1
45,MUC_N20241502023045,s,JPN,,,3,1
45,MUC_D20241502023045,s,JPN,,,4,1
45,MUC_I20241502023045,s,JPN,,,5,1
45,FRALEAF20241202023045,s,JPN,,,6,1
45,HAM_N20241302023045,i1,JPN,,,0,1
45,HAM_D20241302023045,i1,JPN,,,1,1
45,HAM_I20241302023045,i1,JPN,,,2,1
45,MUC_N20241602023045,i1,JPN,,,3,1
45,MUC_D20241602023045,i1,JPN,,,4,1
45,MUC_I20241702023045,i1,JPN,,,5,1
45,MUC_I20241602023045,i1,JPN,,,6,1
45,FRALEAF20241302023045,i1,JPN,,,7,1
45,HAM_N20241302023045,p,JPN,,,0,1
45,HAM_D20241302023045,p,JPN,,,1,1
45,HAM_I20241302023045,p,JPN,,,2,1
45,MUC_N20241602023045,p,JPN,,,3,1
45,MUC_D20241602023045,p,JPN,,,4,1
45,MUC_I20241702023045,p,JPN,,,5,1
45,MUC_I20241602023045,p,JPN,,,6,1
45,FRALEAF20241302023045,p,JPN,,,7,1
46,HAM_N20241302023046,s,JPN,,,0,1
46,HAM_D20241302023046,s,JPN,,,1,1
46,HAM_I20241302023046,s,JPN,,,2,1
46,MUC_N20241602023046,s,JPN,,,3,1
46,MUC_D20241602023046,s,JPN,,,4,1
46,MUC_I20241702023046,s,JPN,,,5,1
46,MUC_I20241602023046,s,JPN,,,6,1
46,FRALEAF20241302023046,s,JPN,,,7,1
46,HAM_N20241402023046,i1,JPN,,,0,1
46,HAM_D20241402023046,i1,JPN,,,1,1
46,HAM_I20241402023046,i1,JPN,,,2,1
46,MUC_N20241702023046,i1,JPN,,,3,1
